timestamp,cpu_percent,memory_percent,memory_used,memory_availabe,disk_percent,disk_used,disk_free,bytes_sent,bytes_received
2024-11-13 20:40:08,6.7,80.8,2977.21875,1572.453125,87.3,12592.8046875,1826.69140625,750.892578125,717.9228515625
2024-11-13 20:40:14,10.5,81.1,2968.609375,1546.875,87.3,12592.8046875,1830.33984375,750.8935546875,717.9248046875
2024-11-13 20:40:20,18.5,81.6,2907.984375,1504.609375,87.3,12592.8046875,1829.90625,750.912109375,717.9755859375
2024-11-13 20:40:26,14.9,82.5,2912.21875,1435.03125,87.3,12592.8046875,1833.12109375,750.96484375,718.14453125
2024-11-13 20:40:32,28.0,81.5,2880.6875,1516.3125,87.3,12592.8046875,1832.69921875,750.966796875,718.1455078125
2024-11-13 20:40:38,23.2,81.8,2904.359375,1493.3125,87.2,12592.8046875,1842.140625,750.9765625,718.189453125
2024-11-13 20:40:44,64.7,81.6,2869.1875,1510.84375,87.3,12592.8046875,1839.296875,751.021484375,718.314453125
2024-11-13 20:40:50,31.9,82.2,2835.9375,1457.96875,87.2,12592.8046875,1840.3515625,751.0615234375,718.4248046875
2024-11-13 20:40:56,21.9,82.0,2897.796875,1472.453125,87.3,12592.8046875,1833.90625,751.0673828125,718.4267578125
2024-11-13 20:41:02,27.9,81.9,2862.8125,1481.265625,87.3,12592.8046875,1832.40625,751.1650390625,718.8505859375
2024-11-13 20:41:08,38.7,83.8,2852.375,1326.5625,87.4,12592.8046875,1818.390625,751.2568359375,719.0361328125
2024-11-13 20:41:14,24.6,82.0,2912.71875,1476.828125,87.4,12592.8046875,1820.2265625,751.2587890625,719.0390625
2024-11-13 20:41:20,15.6,81.0,2930.671875,1557.203125,87.4,12592.8046875,1810.18359375,751.2724609375,719.048828125
2024-11-13 20:41:26,22.6,81.0,2956.265625,1555.5625,87.4,12592.8046875,1808.9296875,751.3095703125,719.0576171875
2024-11-13 20:41:32,25.9,80.9,2875.28125,1564.90625,87.4,12592.8046875,1807.703125,751.3154296875,719.0654296875
2024-11-13 20:41:38,21.6,82.5,2943.5625,1430.953125,87.5,12592.8046875,1795.05859375,751.3525390625,719.1162109375
2024-11-13 20:41:44,19.3,81.4,2892.0625,1522.984375,87.6,12592.8046875,1784.88671875,751.35546875,719.12109375
2024-11-13 20:41:50,4.7,79.9,2823.515625,1643.375,87.5,12592.8046875,1791.43359375,751.357421875,719.125
2024-11-13 20:41:56,5.7,79.8,2831.046875,1652.734375,87.5,12592.8046875,1791.3984375,751.359375,719.12890625
2024-11-13 20:42:02,5.1,79.8,2912.640625,1651.40625,87.5,12592.8046875,1791.390625,751.3623046875,719.1337890625
2024-11-13 20:42:08,16.7,80.7,3010.78125,1581.1875,87.5,12592.8046875,1790.8984375,751.3642578125,719.138671875
2024-11-13 20:42:14,11.8,80.6,3010.265625,1585.453125,87.5,12592.8046875,1790.89453125,751.3671875,719.1435546875
2024-11-13 20:42:20,7.5,80.1,2995.75,1632.84375,87.3,12592.8046875,1831.7421875,751.400390625,719.1787109375
2024-11-13 20:42:26,14.2,79.8,2979.265625,1655.875,87.3,12592.8046875,1831.546875,751.4013671875,719.1796875
2024-11-13 20:42:32,23.6,80.0,2887.765625,1639.453125,87.3,12592.8046875,1829.16015625,751.4248046875,719.2529296875
2024-11-13 20:42:38,5.7,81.1,2944.984375,1547.390625,87.3,12592.8046875,1829.359375,751.447265625,719.279296875
2024-11-13 20:42:44,21.5,80.6,2867.09375,1586.421875,87.3,12592.8046875,1829.08984375,751.4482421875,719.28125
2024-11-13 20:42:50,2.4,80.5,2862.1875,1601.21875,87.3,12592.8046875,1828.84765625,751.4541015625,719.2880859375
2024-11-13 20:42:56,13.0,80.5,2861.609375,1600.265625,87.3,12592.8046875,1830.57421875,751.466796875,719.3310546875
2024-11-13 20:43:02,22.6,82.6,3068.90625,1428.859375,87.3,12592.8046875,1830.515625,751.5205078125,719.42578125
2024-11-13 20:43:08,28.8,82.2,2941.453125,1458.421875,87.4,12592.8046875,1813.3359375,751.72265625,719.44921875
2024-11-13 20:43:14,4.5,81.4,2793.125,1522.53125,87.4,12592.8046875,1812.71875,751.765625,719.462890625
2024-11-13 20:43:20,8.3,82.7,2936.671875,1420.9375,87.4,12592.8046875,1812.703125,751.7705078125,719.46484375
2024-11-13 20:43:26,6.4,81.1,2937.46875,1550.640625,87.4,12592.8046875,1812.375,751.80078125,719.5048828125
2024-11-13 20:43:32,3.0,81.4,2837.6875,1520.671875,87.4,12592.8046875,1812.16796875,751.8916015625,719.6142578125
2024-11-13 20:43:38,4.6,82.2,2818.734375,1457.625,87.4,12592.8046875,1812.03515625,751.896484375,719.619140625
2024-11-13 20:43:44,10.6,82.9,2919.265625,1398.453125,87.4,12592.8046875,1812.13671875,751.9072265625,719.634765625
2024-11-13 20:43:50,6.6,82.9,2924.140625,1401.484375,87.4,12592.8046875,1811.859375,751.931640625,719.650390625
2024-11-13 20:43:56,10.0,82.2,2878.359375,1458.609375,87.4,12592.8046875,1811.78125,751.93359375,719.6513671875
2024-11-13 20:44:02,10.3,81.6,2883.78125,1507.671875,87.4,12592.8046875,1811.7421875,751.9365234375,719.65234375
2024-11-13 20:44:08,9.3,81.3,2986.078125,1533.890625,87.4,12592.8046875,1811.5625,751.96484375,719.6826171875
2024-11-13 20:44:14,5.3,80.8,2905.59375,1576.453125,87.4,12592.8046875,1811.57421875,751.974609375,719.6943359375
2024-11-13 20:44:20,3.5,80.8,2903.359375,1569.21875,87.4,12592.8046875,1811.51953125,751.9775390625,719.6953125
2024-11-13 20:44:26,3.7,79.9,2882.65625,1648.1875,87.4,12592.8046875,1811.51953125,751.978515625,719.6953125
2024-11-13 20:44:32,2.7,80.0,2904.6875,1635.90625,87.4,12592.8046875,1811.515625,751.978515625,719.6962890625
2024-11-13 20:44:38,7.5,80.9,3011.15625,1567.3125,87.4,12592.8046875,1811.19921875,751.984375,719.7021484375
2024-11-13 20:44:44,4.6,80.4,2982.828125,1605.34375,87.4,12592.8046875,1811.19140625,751.984375,719.7021484375
2024-11-13 20:44:50,11.7,81.2,2972.828125,1542.375,87.4,12592.8046875,1811.0,752.04296875,719.7294921875
2024-11-13 20:44:56,3.2,81.2,2907.71875,1539.75,87.4,12592.8046875,1810.5859375,752.10546875,719.76171875
2024-11-13 20:45:02,4.2,80.9,2945.28125,1563.796875,87.4,12592.8046875,1810.546875,752.1875,719.798828125
2024-11-13 20:45:08,10.1,81.2,2932.578125,1537.34375,87.4,12592.8046875,1810.37109375,752.220703125,719.80859375
2024-11-13 20:45:14,6.8,81.8,2930.953125,1492.265625,87.4,12592.8046875,1809.1015625,752.232421875,719.8486328125
2024-11-13 20:45:20,7.7,80.8,2856.5625,1574.890625,87.4,12592.8046875,1808.484375,752.2666015625,719.869140625
2024-11-13 20:45:26,4.9,80.8,2909.5,1575.28125,87.4,12592.8046875,1808.42578125,752.27734375,719.8837890625
2024-11-13 20:45:32,2.0,80.0,2865.4375,1636.109375,87.4,12592.8046875,1808.65625,752.2783203125,719.88671875
2024-11-13 20:45:38,7.4,80.7,2839.234375,1584.5,87.4,12592.8046875,1808.53125,752.3037109375,719.9072265625
2024-11-13 20:45:44,2.2,82.0,2905.265625,1475.296875,87.4,12592.8046875,1808.41015625,752.3056640625,719.9150390625
2024-11-13 20:45:50,8.0,81.5,2906.15625,1513.328125,87.4,12592.8046875,1808.2890625,752.31640625,719.9296875
2024-11-13 20:45:56,6.5,81.1,2884.5,1548.734375,87.4,12592.8046875,1808.27734375,752.3818359375,719.9599609375
2024-11-13 20:46:02,24.2,81.3,2898.078125,1527.921875,87.3,12592.8046875,1835.7421875,752.4453125,720.033203125
2024-11-13 20:46:08,17.7,81.9,2813.546875,1484.796875,87.3,12592.8046875,1835.26171875,752.51171875,720.107421875
2024-11-13 20:46:14,12.4,83.3,2843.328125,1368.0,87.3,12592.8046875,1834.88671875,752.521484375,720.1220703125
2024-11-13 20:46:20,12.3,82.6,2844.84375,1426.15625,87.3,12592.8046875,1834.671875,752.5283203125,720.1279296875
2024-11-13 20:46:26,18.6,82.1,2816.9375,1467.921875,87.3,12592.8046875,1834.1875,752.56640625,720.2119140625
2024-11-13 20:46:32,20.6,82.3,2880.703125,1449.59375,87.3,12592.8046875,1834.1171875,752.568359375,720.216796875
2024-11-13 20:46:38,22.0,83.0,2982.359375,1392.390625,87.3,12592.8046875,1833.8359375,752.5810546875,720.23828125
2024-11-13 20:46:44,12.7,82.6,2955.8125,1427.859375,87.3,12592.8046875,1832.98046875,752.6279296875,720.3662109375
2024-11-13 20:46:50,8.5,81.8,2925.046875,1494.03125,87.3,12592.8046875,1832.93359375,752.6318359375,720.3720703125
2024-11-13 20:46:56,11.8,81.9,2933.96875,1485.375,87.3,12592.8046875,1832.93359375,752.634765625,720.376953125
2024-11-13 20:47:02,9.8,81.7,2922.6875,1498.71875,87.3,12592.8046875,1832.29296875,752.6865234375,720.4013671875
2024-11-13 20:47:08,5.7,81.1,2927.09375,1548.71875,87.3,12592.8046875,1836.13671875,752.712890625,720.4189453125
2024-11-13 20:47:14,1.0,80.3,2874.078125,1611.65625,87.3,12592.8046875,1836.125,752.7138671875,720.419921875
2024-11-13 20:47:20,5.7,80.8,2934.203125,1573.1875,87.3,12592.8046875,1836.09765625,752.71875,720.4228515625
2024-11-13 20:47:26,1.1,80.4,2913.265625,1603.5625,87.3,12592.8046875,1836.09765625,752.71875,720.4228515625
2024-11-13 20:47:32,3.0,80.5,2940.03125,1593.84375,87.3,12592.8046875,1836.078125,752.728515625,720.43359375
2024-11-13 20:47:38,8.5,80.1,2965.15625,1630.484375,87.3,12592.8046875,1835.9453125,752.728515625,720.4345703125
2024-11-13 20:47:44,2.1,79.7,2938.4375,1659.0625,87.3,12592.8046875,1835.94140625,752.7294921875,720.4345703125
2024-11-13 20:47:50,11.8,80.0,2966.453125,1638.96875,87.3,12592.8046875,1835.80859375,752.7294921875,720.4345703125
2024-11-13 20:47:56,8.1,80.3,2995.6875,1611.84375,87.3,12592.8046875,1835.80078125,752.734375,720.443359375
2024-11-13 20:48:02,4.2,80.1,2968.0,1634.296875,87.3,12592.8046875,1835.77734375,752.755859375,720.513671875
2024-11-13 20:48:08,4.5,80.6,3004.9375,1592.1875,87.3,12592.8046875,1835.7421875,752.7568359375,720.513671875
2024-11-13 20:48:14,1.7,80.8,3019.5,1568.84375,87.3,12592.8046875,1835.31640625,752.775390625,720.5244140625
2024-11-13 20:48:20,7.7,79.8,2938.671875,1651.0,87.3,12592.8046875,1834.5546875,752.7841796875,720.5361328125
2024-11-13 20:48:26,4.4,80.4,2989.375,1603.109375,87.3,12592.8046875,1838.25390625,752.787109375,720.5634765625
2024-11-13 20:48:32,3.6,80.6,2937.265625,1590.140625,87.3,12592.8046875,1838.15625,752.787109375,720.5634765625
2024-11-13 20:48:38,11.1,80.5,2898.109375,1600.875,87.3,12592.8046875,1837.98828125,752.7880859375,720.564453125
2024-11-13 20:48:44,17.0,81.9,2839.671875,1480.28125,87.3,12592.8046875,1837.71484375,752.7890625,720.5654296875
2024-11-13 20:48:50,25.7,81.9,2846.890625,1481.546875,87.3,12592.8046875,1837.57421875,752.84375,720.583984375
2024-11-13 20:48:56,19.3,81.7,2859.8125,1500.53125,87.3,12592.8046875,1838.9296875,752.8544921875,720.5947265625
2024-11-13 20:49:02,20.2,81.1,2825.96875,1549.875,87.3,12592.8046875,1838.73828125,752.91796875,720.6533203125
2024-11-13 20:49:08,39.4,82.3,2902.546875,1451.609375,87.3,12592.8046875,1836.62109375,752.92578125,720.69140625
2024-11-13 20:49:14,9.1,81.3,2800.890625,1534.859375,87.3,12592.8046875,1838.2890625,752.935546875,720.7021484375
2024-11-13 20:49:20,21.4,81.6,2762.78125,1508.75,87.3,12592.8046875,1837.9453125,752.94140625,720.7080078125
2024-11-13 20:49:26,7.9,81.3,2778.03125,1528.65625,87.3,12592.8046875,1837.78515625,752.9501953125,720.72265625
2024-11-13 20:49:32,26.2,82.4,2878.421875,1444.34375,87.3,12592.8046875,1836.65234375,753.4580078125,720.919921875
2024-11-13 20:49:38,11.2,82.8,2874.734375,1409.78125,87.3,12592.8046875,1835.85546875,753.5478515625,720.9912109375
2024-11-13 20:49:45,16.8,82.2,2824.078125,1456.921875,87.3,12592.8046875,1835.7109375,753.716796875,721.0234375
2024-11-13 20:49:51,11.5,82.1,2831.28125,1465.703125,87.3,12592.8046875,1835.7890625,753.7412109375,721.0654296875
2024-11-13 20:49:57,9.9,81.7,2827.9375,1503.171875,87.3,12592.8046875,1835.8515625,753.7587890625,721.0771484375
2024-11-13 20:50:03,9.5,81.4,2850.734375,1525.0625,87.3,12592.8046875,1835.18359375,753.771484375,721.099609375
2024-11-13 20:50:09,8.2,81.4,2781.046875,1523.203125,87.3,12592.8046875,1834.65625,753.791015625,721.1201171875
2024-11-13 20:50:15,8.9,81.0,2759.125,1555.53125,87.3,12592.8046875,1834.62109375,753.8330078125,721.1376953125
2024-11-13 20:50:21,6.6,81.2,2795.359375,1543.21875,87.3,12592.8046875,1834.56640625,753.8388671875,721.1435546875
2024-11-13 20:50:27,1.5,81.1,2812.484375,1546.421875,87.3,12592.8046875,1834.546875,753.875,721.150390625
2024-11-13 20:50:33,3.9,81.0,2814.375,1554.453125,87.3,12592.8046875,1834.5390625,753.892578125,721.1767578125
2024-11-13 20:50:39,9.1,82.1,2885.703125,1469.8125,87.3,12592.8046875,1834.41796875,753.9033203125,721.1943359375
2024-11-13 20:50:45,15.0,82.9,2705.90625,1403.171875,87.3,12592.8046875,1830.97265625,754.083984375,722.4716796875
2024-11-13 20:50:51,14.6,81.8,2641.515625,1493.953125,87.3,12592.8046875,1826.484375,754.2021484375,724.935546875
2024-11-13 20:50:57,5.2,82.2,2741.921875,1454.671875,87.3,12592.8046875,1826.6796875,754.20703125,724.9404296875
2024-11-13 20:51:03,3.3,81.7,2768.78125,1497.140625,87.3,12592.8046875,1826.6484375,754.2275390625,724.9638671875
2024-11-13 20:51:09,3.1,81.5,2791.796875,1514.140625,87.3,12592.8046875,1826.5390625,754.2294921875,724.9658203125
2024-11-13 20:51:15,9.9,82.3,2810.5,1446.765625,87.3,12592.8046875,1826.46484375,754.2294921875,724.9658203125
2024-11-13 20:51:21,8.8,82.3,2798.03125,1449.015625,87.3,12592.8046875,1826.18359375,754.23828125,724.9892578125
2024-11-13 20:51:27,8.4,82.1,2835.84375,1464.921875,87.3,12592.8046875,1824.3515625,754.244140625,724.99609375
2024-11-13 20:51:33,13.0,82.2,2832.0625,1460.15625,87.3,12592.8046875,1824.203125,754.283203125,725.0302734375
2024-11-13 20:51:39,21.8,82.7,2842.34375,1415.5,87.4,12592.8046875,1822.17578125,754.3232421875,725.072265625
2024-11-13 20:51:45,15.5,82.3,2753.015625,1450.0,87.3,12592.8046875,1823.98828125,754.3349609375,725.0888671875
2024-11-13 20:51:51,17.3,82.4,2712.53125,1444.171875,87.3,12592.8046875,1823.8203125,754.37109375,725.15234375
2024-11-13 20:51:57,17.7,82.5,2702.671875,1429.6875,87.4,12592.8046875,1823.63671875,754.3740234375,725.1552734375
2024-11-13 20:52:03,16.5,82.2,2728.65625,1461.28125,87.3,12592.8046875,1825.44921875,754.3857421875,725.162109375
2024-11-13 20:52:09,11.3,82.3,2728.921875,1449.53125,87.3,12592.8046875,1825.0234375,754.421875,725.2421875
2024-11-13 20:52:15,3.0,82.3,2707.0,1450.765625,87.3,12592.8046875,1824.4921875,754.4228515625,725.244140625
2024-11-13 20:52:21,8.4,82.2,2725.75,1461.5,87.4,12592.8046875,1823.0078125,754.4345703125,725.2626953125
2024-11-13 20:52:27,2.2,81.9,2731.671875,1479.203125,87.4,12592.8046875,1822.171875,754.4560546875,725.27734375
2024-11-13 20:52:33,5.7,82.1,2752.421875,1469.0,87.4,12592.8046875,1820.9375,754.48046875,725.3447265625
2024-11-13 20:52:39,6.9,81.8,2785.28125,1493.375,87.4,12592.8046875,1820.921875,754.486328125,725.3515625
2024-11-13 20:52:45,1.0,82.3,2841.015625,1448.359375,87.4,12592.8046875,1820.88671875,754.486328125,725.3515625
2024-11-13 20:52:51,1.2,81.6,2792.046875,1507.390625,87.4,12592.8046875,1820.890625,754.486328125,725.3515625
2024-11-13 20:52:57,5.8,80.8,2815.25,1573.078125,87.4,12592.8046875,1820.796875,754.494140625,725.4091796875
2024-11-13 20:53:03,8.2,80.5,2861.984375,1597.53125,87.4,12592.8046875,1820.76171875,754.505859375,725.423828125
2024-11-13 20:53:09,3.4,81.4,2935.625,1525.5,87.4,12592.8046875,1820.7578125,754.505859375,725.423828125
2024-11-13 20:53:15,1.4,81.4,2932.03125,1520.203125,87.4,12592.8046875,1820.7265625,754.509765625,725.4296875
2024-11-13 20:53:21,1.2,80.8,2888.71875,1568.9375,87.4,12592.8046875,1820.69140625,754.5126953125,725.431640625
2024-11-13 20:53:27,0.8,80.8,2883.984375,1572.828125,87.4,12592.8046875,1820.6875,754.5126953125,725.431640625
2024-11-13 20:53:33,1.6,80.4,2850.640625,1608.921875,87.4,12592.8046875,1820.69921875,754.537109375,725.462890625
2024-11-13 20:53:39,5.2,81.4,2941.90625,1520.890625,87.4,12592.8046875,1820.6953125,754.5380859375,725.4638671875
2024-11-13 20:53:45,3.6,81.5,2949.375,1513.78125,87.4,12592.8046875,1820.69140625,754.5390625,725.4638671875
2024-11-13 20:53:51,35.4,82.4,2719.109375,1445.109375,87.4,12592.8046875,1819.17578125,754.5634765625,725.4951171875
2024-11-13 20:57:03,60.3,84.9,2805.0,1235.890625,87.4,12592.8046875,1815.58984375,754.6044921875,725.5263671875
2024-11-13 20:57:09,19.5,85.0,3132.671875,1231.046875,87.4,12592.8046875,1813.2578125,754.80078125,725.78515625
2024-11-13 20:57:15,25.4,79.9,2811.671875,1647.3125,87.4,12592.8046875,1811.984375,754.8720703125,725.87109375
2024-11-13 20:57:21,25.1,81.5,2925.171875,1514.34375,87.4,12592.8046875,1811.48046875,754.90234375,725.9169921875
2024-11-13 20:57:27,6.1,80.1,2885.8125,1629.9375,87.4,12592.8046875,1811.296875,754.9169921875,725.9296875
2024-11-13 20:57:33,29.2,80.4,2907.75,1603.3125,87.4,12592.8046875,1811.17578125,754.9228515625,725.9384765625
2024-11-13 20:57:39,20.2,79.9,2943.03125,1644.53125,87.4,12592.8046875,1810.703125,754.9228515625,725.9384765625
2024-11-13 20:57:45,34.3,82.8,3071.5625,1410.3125,87.4,12592.8046875,1820.21875,754.9560546875,726.009765625
2024-11-13 20:57:51,45.9,82.3,2957.25,1450.0625,87.4,12592.8046875,1823.04296875,754.9755859375,726.0361328125
2024-11-13 20:57:57,20.2,81.2,2980.46875,1541.171875,87.4,12592.8046875,1822.640625,755.0078125,726.0634765625
2024-11-13 20:58:03,17.8,80.7,2999.359375,1579.484375,87.4,12592.8046875,1822.20703125,755.021484375,726.078125
2024-11-13 20:58:09,14.3,81.7,3026.390625,1500.796875,87.4,12592.8046875,1821.84375,755.0224609375,726.078125
2024-11-13 20:58:15,14.5,81.1,3052.3125,1546.375,87.4,12592.8046875,1821.68359375,755.0361328125,726.0986328125
2024-11-13 20:58:21,11.2,80.6,3041.9375,1585.8125,87.4,12592.8046875,1821.66796875,755.037109375,726.099609375
2024-11-13 20:58:27,8.7,79.9,3078.78125,1646.65625,87.4,12592.8046875,1821.515625,755.0419921875,726.154296875
2024-11-13 20:58:33,8.8,79.6,3061.3125,1672.796875,87.4,12592.8046875,1821.51171875,755.0419921875,726.154296875
2024-11-13 20:58:39,7.9,79.2,3064.28125,1707.375,87.4,12592.8046875,1821.51171875,755.0556640625,726.171875
2024-11-13 20:58:45,11.4,80.8,3130.171875,1575.0,87.3,12592.8046875,1825.2265625,755.0693359375,726.189453125
2024-11-13 20:58:51,11.1,79.8,3011.5625,1654.890625,87.3,12592.8046875,1824.953125,755.0810546875,726.2060546875
2024-11-13 20:58:57,2.4,79.1,2965.59375,1711.375,87.3,12592.8046875,1824.80078125,755.0859375,726.2109375
2024-11-13 20:59:03,7.7,79.5,3073.078125,1681.03125,87.3,12592.8046875,1824.75,755.0869140625,726.212890625
2024-11-13 20:59:09,9.2,79.1,3084.015625,1709.484375,87.3,12592.8046875,1824.71875,755.1005859375,726.2275390625
2024-11-13 20:59:15,7.6,79.9,3136.59375,1648.890625,87.3,12592.8046875,1824.71484375,755.1005859375,726.228515625
2024-11-13 20:59:21,6.6,79.2,3094.984375,1702.71875,87.3,12592.8046875,1824.7109375,755.1015625,726.228515625
2024-11-13 20:59:27,9.6,79.1,3086.390625,1714.0,87.3,12592.8046875,1824.66796875,755.1044921875,726.23046875
2024-11-13 20:59:33,14.0,79.8,3090.171875,1656.125,87.3,12592.8046875,1824.57421875,755.1123046875,726.2392578125
2024-11-13 20:59:39,9.5,79.2,3043.546875,1703.75,87.3,12592.8046875,1824.484375,755.1123046875,726.240234375
2024-11-13 20:59:45,10.6,79.8,3098.875,1651.1875,87.3,12592.8046875,1824.48046875,755.1123046875,726.240234375
2024-11-13 20:59:51,4.9,79.8,3052.59375,1654.046875,87.3,12592.8046875,1824.296875,755.1181640625,726.2626953125
2024-11-13 20:59:57,7.3,80.1,3082.375,1632.546875,87.3,12592.8046875,1828.24609375,755.1181640625,726.2626953125
2024-11-13 21:00:03,18.3,80.4,3100.96875,1601.75,87.3,12592.8046875,1827.94921875,755.1455078125,726.2841796875
2024-11-13 21:00:09,12.7,80.1,3099.578125,1627.609375,87.3,12592.8046875,1827.90234375,755.15234375,726.2919921875
2024-11-13 21:00:15,3.7,79.0,2989.84375,1720.890625,87.3,12592.8046875,1827.88671875,755.15234375,726.2919921875
2024-11-13 21:00:21,10.5,80.6,3116.734375,1585.953125,87.3,12592.8046875,1827.88671875,755.15234375,726.29296875
2024-11-13 21:00:27,10.5,79.8,3053.359375,1650.71875,87.3,12592.8046875,1827.83984375,755.1552734375,726.294921875
2024-11-13 21:00:33,9.2,78.9,3000.25,1728.015625,87.3,12592.8046875,1827.82421875,755.1650390625,726.3037109375
2024-11-13 21:00:39,6.1,79.8,3019.296875,1653.1875,87.3,12592.8046875,1827.65234375,755.1748046875,726.3193359375
2024-11-13 21:00:45,14.1,80.5,3109.140625,1601.09375,87.3,12592.8046875,1827.4609375,755.1884765625,726.3349609375
2024-11-13 21:00:51,19.7,79.8,3035.59375,1654.578125,87.3,12592.8046875,1827.04296875,755.2060546875,726.37109375
2024-11-13 21:00:57,12.0,80.2,3034.234375,1620.15625,87.3,12592.8046875,1826.78125,755.2666015625,726.44921875
2024-11-13 21:01:03,14.8,80.1,3071.875,1627.328125,87.4,12592.8046875,1822.92578125,755.28515625,726.47265625
2024-11-13 21:01:09,10.6,79.3,3012.5,1695.890625,87.4,12592.8046875,1822.47265625,755.3193359375,726.546875
2024-11-13 21:01:15,10.9,80.3,3085.65625,1612.421875,87.4,12592.8046875,1822.140625,755.3193359375,726.546875
2024-11-13 21:01:21,14.4,79.8,3032.75,1658.234375,87.4,12592.8046875,1822.1484375,755.3193359375,726.5478515625
2024-11-13 21:01:27,16.0,81.8,3017.875,1494.265625,87.4,12592.8046875,1821.765625,755.36328125,726.5751953125
2024-11-13 21:01:33,12.9,81.4,2972.59375,1521.046875,87.4,12592.8046875,1821.27734375,755.5546875,726.6240234375
2024-11-13 21:01:39,32.0,81.2,3009.03125,1541.640625,87.4,12592.8046875,1820.6484375,755.5830078125,726.6435546875
2024-11-13 21:01:45,31.2,82.3,3028.4375,1446.296875,87.4,12592.8046875,1823.30078125,755.619140625,726.921875
2024-11-13 21:01:51,43.3,81.9,2994.6875,1485.859375,87.7,12592.8046875,1771.54296875,755.6484375,727.0576171875
2024-11-13 21:01:57,37.3,80.8,2905.890625,1570.5,87.7,12592.8046875,1770.72265625,755.65234375,727.14453125
2024-11-13 21:02:03,15.1,79.9,2888.171875,1650.140625,87.7,12592.8046875,1770.515625,755.6533203125,727.14453125
2024-11-13 21:02:09,15.5,79.5,2964.4375,1678.578125,87.7,12592.8046875,1770.453125,755.6865234375,727.1884765625
2024-11-13 21:02:15,23.2,80.9,3020.171875,1566.484375,87.7,12592.8046875,1769.296875,755.7470703125,727.2666015625
2024-11-13 21:02:21,2.7,80.0,2934.046875,1636.875,87.7,12592.8046875,1768.73046875,755.755859375,727.2685546875
2024-11-13 21:02:27,1.7,79.6,2955.0625,1673.921875,87.7,12592.8046875,1769.26953125,755.7734375,727.2958984375
2024-11-13 21:02:33,11.5,80.1,3026.78125,1629.625,87.7,12592.8046875,1769.26953125,755.7734375,727.2958984375
2024-11-13 21:02:39,2.4,79.8,3031.21875,1653.203125,87.7,12592.8046875,1769.15234375,755.783203125,727.3134765625
2024-11-13 21:02:45,18.6,79.9,2991.296875,1646.640625,87.7,12592.8046875,1770.2265625,755.7861328125,727.3134765625
2024-11-13 21:02:51,7.0,79.4,3011.015625,1686.328125,87.7,12592.8046875,1769.96484375,755.814453125,727.3544921875
2024-11-13 21:02:57,2.2,79.5,3026.796875,1675.296875,87.7,12592.8046875,1769.9140625,755.814453125,727.35546875
2024-11-13 21:03:03,3.7,79.3,3071.640625,1695.625,87.7,12592.8046875,1769.82421875,755.82421875,727.37109375
